"POLITICAL_UNIT","NAME","WGMS_ID","YEAR","HIGHEST_ELEVATION","MEDIAN_ELEVATION","LOWEST_ELEVATION","ELEVATION_UNC","LENGTH","LENGTH_UNC","AREA","AREA_UNC","SURVEY_DATE","SURVEY_PLATFORM_METHOD","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","PUB_IN_FOG","PUB_IN_GGCB"
"CN","KEQIKETIELIEKESU GLACIER",15326,2007,6719,4496,3249,,,,94.79000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","KEQIKETIELIEKESU GLACIER",15331,2007,5837,4777,3959,,,,2.420000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","KEQIKETIELIEKESU GLACIER",15333,2007,5064,4442,3918,,,,2.420000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","KEQIKETUOER GLACIER",15231,2009,5807,4377,3742,,,,10.71000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","KIQIKTERANG",10438,2008,,,,,,,48.40000,,20100904,"sP",,,"Pieczonka and Bolch (2015); Global and Planetary Change, 128, 1-13.","Survey Platfrom/Date: Several Landsat and SPOT-5 scenes between 2007-2010 have been used for glacier mapping. Pieczonka and Bolch (2015) refer to the year 2008 as survey year. ",,
"CN","KONG GLACIER",19113,2005,6024,5258,4719,,,,5.530000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","KOXKAR",3995,0,6435,,2999,,,,62.50000,,,,,,,"Data from Cogley (2008, updated 2013). YEAR unknown.",,
"CN","KOXKAR",3995,2007,5983,4528,3001,,,,87.34000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","KOXKAR",3995,2008,,,,,,,63.00000,,20100904,"sP",,,"Pieczonka and Bolch (2015); Global and Planetary Change, 128, 1-13.","Survey Platfrom/Date: Several Landsat and SPOT-5 scenes between 2007-2010 have been used for glacier mapping. Pieczonka and Bolch (2015) refer to the year 2008 as survey year. ",,
"CN","KULA GLACIER",19023,2010,7427,6113,5412,,,,11.55000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","KUOKUOSELE",10449,1973,,,,,,,16.20000,0.4200000,19730804,"sP",,,"Holzer et al. (2015); The Cryosphere, 9, 2071-2888, 10.5194/tc-9-2071-2015.",,,
"CN","KUOKUOSELE",10449,2000,,,,,,,16.40000,0.3100000,20000911,"sP",,,"Holzer et al. (2015); The Cryosphere, 9, 2071-2888, 10.5194/tc-9-2071-2015.",,,
"CN","KUOKUOSELE",10449,2009,,,,,,,16.50000,0.0900000,20090910,"sP",,,"Holzer et al. (2015); The Cryosphere, 9, 2071-2888, 10.5194/tc-9-2071-2015.",,,
"CN","KUOKUOSELE",10449,2013,,,,,,,16.60000,0.0400000,20139999,"sP",,,"Holzer et al. (2015); The Cryosphere, 9, 2071-2888, 10.5194/tc-9-2071-2015.","Survey Date: Pléiades mosaic of three images from 19 and 20 June and 3 August 2013.",,
"CN","KUOSIKULAKE",10447,1973,,,,,,,12.80000,0.3300000,19730804,"sP",,,"Holzer et al. (2015); The Cryosphere, 9, 2071-2888, 10.5194/tc-9-2071-2015.",,,
"CN","KUOSIKULAKE",10447,2000,,,,,,,12.80000,0.2500000,20000911,"sP",,,"Holzer et al. (2015); The Cryosphere, 9, 2071-2888, 10.5194/tc-9-2071-2015.",,,
"CN","KUOSIKULAKE",10447,2009,,,,,,,12.60000,0.0600000,20090910,"sP",,,"Holzer et al. (2015); The Cryosphere, 9, 2071-2888, 10.5194/tc-9-2071-2015.",,,
"CN","KUOSIKULAKE",10447,2013,,,,,,,12.70000,0.0300000,20139999,"sP",,,"Holzer et al. (2015); The Cryosphere, 9, 2071-2888, 10.5194/tc-9-2071-2015.","Survey Date: Pléiades mosaic of three images from 19 and 20 June and 3 August 2013.",,
"CN","LABEILANG GLACIER",18897,2010,8127,5492,4099,,,,28.48000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","LABEILANG GLACIER",18898,2010,6323,5214,4423,,,,7.680000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","LALAGA GLACIER",18835,2009,6641,5468,4765,,,,22.49000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","LALONG",3451,1976,,,,,,,10.50000,,,,,,,,,
"CN","LALONG",3451,1984,,,,,,,10.43000,,,,,,,,,
"CN","LALONG",3451,2001,,,,,,,10.29000,,,,,,,,,
"CN","LALONG",3451,2005,,,,,,,10.25000,,,,,,,,,
"CN","LALONG",3451,2009,,,,,,,10.21000,,,,,,,,,
"CN","LANGJIABAO",9423,0,7258,5650,2816,,9.272000,,43.09400,,,,,,,"Glacier info from Sevestre & Benn (2015). Area, lenght and elevations derived from RGI 5.0. Exact year not given (cf. RGI 5.0).",,
"CN","LANGMUSANG GLACIER",19001,2010,7469,6067,5240,,,,32.00000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","LANTAN GLACIER",18840,2009,6573,5487,4371,,,,15.84000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","LAOHUGOU",855,1976,,,4270,1.000000,,,,,19769999,,,,"PSFG (1985): FoG 1975-1980 (Vol. IV).",,1980,
"CN","LAOHUGOU",855,1984,5481,4880,4260,,10.10000,,21.91000,,19849999,,,,,,,
"CN","LAOHUGOU",855,1985,,,4260,,,,,,19859999,"tG",,,"WGMS (1988): FoG 1980-1985 (Vol. V).",,1985,
"CN","LAPATE NO.48",844,1981,4300,3820,3240,,5.100000,,6.070000,,19819999,"tG",,,"WGMS (1988): FoG 1980-1985 (Vol. V).",,1985,
"CN","LAPATE NO.51",842,1964,4049,,3400,,1.700000,,1.480000,,,,"YANG HUIAN","Cold and Arid Regions Environmental and Engineering Research Institute, Chinese Academy of Sciences ","WGMS (2005): FoG 1995-2000 (Vol. VIII).",,2000,
"CN","LAPATE NO.51",842,1981,4000,3700,3400,,1.700000,,1.480000,,19819999,"tG",,,"WGMS (1988): FoG 1980-1985 (Vol. V).",,1985,
"CN","LAPATE NO.51",842,1999,4049,3640,3400,1.000000,1.700000,0.1000000,1.480000,,19990819,"tG","Jin ZheFan","Cold and Arid Regions Environment and Engineering Research,Institute, Chinese Academy of Sciences (CAS),320 West Donggang Road, CN–730 000 Lanzhou","WGMS (2008): FoG 2000-2005 (Vol. IX).",,2005,
"CN","LAPATE NO.51",842,2000,4049,3640,3400,0.1000000,1.700000,,,,20000901,"tG","JING ZHEFAN","Cold and Arid Regions Environmental and Engineering Research Institute, Chinese Academy of Sciences ","WGMS (2005): FoG 1995-2000 (Vol. VIII).",,2000,
"CN","LAPATE NO.53",843,1981,4120,3790,3470,,2.700000,,1.800000,,19819999,"tG",,,"WGMS (1988): FoG 1980-1985 (Vol. V).",,1985,
"CN","LAQU GLACIER",18948,2009,6515,5737,5162,,,,2.940000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","LASUOSA GLACIER",18823,2009,6629,5639,5220,,,,4.870000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","LAXIA GLACIER",18966,2010,6802,6222,5539,,,,10.27000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","LENGQING GLACIER",14214,2009,6222,5892,5547,,,,3.090000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","LISHENG GLACIER",14223,2009,6306,5950,5639,,,,2.790000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","LONGBASABA GLACIER",18962,2010,6768,6106,5587,,,,9.160000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","LONGMOJIAN GLACIER",18860,2010,6916,5793,5402,,,,9.320000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","LUOSAI GLACIER",19118,2005,6201,4858,3755,,,,35.63000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","MALAN",6848,2000,,,,,8.100000,,37.80000,,,,,,"Yao et al. 2012: Different glacier status with atmospheric circulations in Tibetian Plateau and surroundings. Nature Climate Change. Doi: 10.1038/NCLIMATE1580",,,
"CN","MALAN",6848,2007,5816,5435,5130,,,,6.390000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","MALAN SHAN GLACIER",14470,2007,5548,5446,5038,,,,3.710000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","MEIKUANG",3955,0,5520,,4790,,,,1.100000,,,,,,,"Data from Cogley (2008, updated 2013). YEAR unknown.",,
"CN","MELANG",3731,1950,6740,,2700,,10.84600,,13.00000,,,,,,,"survey assumed to be 1950 based on Leclercq, P. (Glacier fluctuations, global temperature and sea-level change, PhD thesis, Universiteit Utrecht, 2012)",,
"CN","MIDUI GLACIER",9426,0,6292,5184,3843,,10.48800,,28.82100,,,,,,,"Glacier info from Sevestre & Benn (2015). Area, lenght and elevations derived from RGI 5.0. Exact year not given (cf. RGI 5.0).",,
"CN","MINGZHEN GLACIER",18008,2007,5842,5447,5022,,,,5.260000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","MOGUNONG GLACIER",18974,2010,6526,5768,5287,,,,3.770000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","MONI",9368,0,7323,5465,4123,,29.90900,,199.1660,,,,,,,"Glacier info from Sevestre & Benn (2015). Area, lenght and elevations derived from RGI 5.0. Exact year not given (cf. RGI 5.0).",,
"CN","MONUOMAHA GLACIER",14484,2006,6747,5565,4897,,,,84.69000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","MURU GLACIER",19077,2005,5585,5151,4715,,,,11.38000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","MUZHAERT",865,1978,,,2770,,,,,,19789999,,,,"PSFG (1985): FoG 1975-1980 (Vol. IV).",,1980,
"CN","MUZHAERT",865,1980,6627,4800,2900,,33.00000,,137.7000,,19809999,,,,,,,
"CN","MUZHAERT",865,2002,5168,4082,3399,,,,56.34000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","MUZHAERTE GLACIER",15381,2007,4870,4198,3775,,,,2.950000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","MUZHAERTE GLACIER",15382,2007,6553,4508,2756,,,,165.3700,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","MUZTAG ATA (GLACIER NO. 15)",3992,1973,,,,,,,0.9000000,0.0600000,19730804,"sP",,,"Holzer et al. (2015); The Cryosphere, 9, 2071-2888, 10.5194/tc-9-2071-2015.",,,
"CN","MUZTAG ATA (GLACIER NO. 15)",3992,2000,,,,,,,0.9000000,0.0400000,20000911,"sP",,,"Holzer et al. (2015); The Cryosphere, 9, 2071-2888, 10.5194/tc-9-2071-2015.",,,
"CN","MUZTAG ATA (GLACIER NO. 15)",3992,2009,,,,,,,0.9000000,0.0100000,20090910,"sP",,,"Holzer et al. (2015); The Cryosphere, 9, 2071-2888, 10.5194/tc-9-2071-2015.",,,
"CN","MUZTAG ATA (GLACIER NO. 15)",3992,2010,5940,,5235,,1.800000,,0.9600000,,,,,,"Yao et al. 2012: Different glacier status with atmospheric circulations in Tibetian Plateau and surroundings. Nature Climate Change. Doi: 10.1038/NCLIMATE1580",,,
"CN","MUZTAG ATA (GLACIER NO. 15)",3992,2013,,,,,,,0.9000000,0.0100000,20139999,"sP",,,"Holzer et al. (2015); The Cryosphere, 9, 2071-2888, 10.5194/tc-9-2071-2015.","Survey Date: Pléiades mosaic of three images from 19 and 20 June and 3 August 2013.",,
"CN","MUZTAG GLACIER",14613,2010,6213,5620,5149,,,,48.86000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","NADUO GLACIER",17992,2009,6284,5945,5559,,,,4.000000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","NAGIR GLACIER",16702,2000,7183,5642,4754,,,,97.42000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","NAIMONA NYI",3991,0,7520,,5465,,,,7.800000,,,,,,,"Data from Cogley (2008, updated 2013). YEAR unknown.",,
"CN","NAIMONA NYI",3991,2007,7225,6055,5540,,,,7.360000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","NAINUOGERU",847,1982,6740,5200,2700,,11.50000,,12.55000,,19829999,"tG",,,"WGMS (1988): FoG 1980-1985 (Vol. V).",,1985,
"CN","NAINUOGERU",847,2009,6542,5237,3042,,,,12.41000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","NALICUOMAI GLACIER",18828,2009,6480,5450,4715,,,,14.99000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","NAMUNANI GLACIER",18800,2007,7610,6712,5650,,,,4.940000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","NANJIABAWA",9424,0,7258,5650,2816,,9.272000,,43.09400,,,,,,,"Glacier info from Sevestre & Benn (2015). Area, lenght and elevations derived from RGI 5.0. Exact year not given (cf. RGI 5.0).",,
"CN","NIANBANONG GLACIER",18822,2009,5892,5528,5253,,,,2.880000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","NIANGLAI GLACIER",18833,2009,6268,5340,5069,,,,2.830000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","NINGCHAN GLACIER NO.1",10407,1972,4640,,4260,,,,0.7700000,,19729999,,,,"Wang et al. (1981), Science Press. Academia Sinica, Lanzhou Institute of Glaciology and Cryopedology, Beijing, CN.",,,
"CN","NINGCHAN GLACIER NO.1",10407,2014,,,,,,,0.3900000,0.0400000,20149999,,,,"Cao et al. (2017), JoG, 63 (242), p. 1025–1033. doi: doi: 10.1017/jog.2017.70.",,,
"CN","NINONG GLACIER",14209,2009,6295,5931,5661,,,,6.280000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","NORTH JIANGGUDIRU GLACIER",14098,2007,6494,5810,5358,,,,26.19000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","PAHELUKE GLACIER",15310,2007,5021,4282,3667,,,,7.140000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","PANU",3453,1976,,,,,,,13.18000,,,,,,,,,
"CN","PANU",3453,1984,,,,,,,13.16000,,,,,,,,,
"CN","PANU",3453,1991,,,,,,,13.01000,,,,,,,,,
"CN","PANU",3453,2001,,,,,,,12.88000,,,,,,,,,
"CN","PANU",3453,2005,,,,,,,12.86000,,,,,,,,,
"CN","PANU",3453,2009,,,,,,,12.78000,,,,,,,,,
"CN","PANU GLACIER",14239,2009,6233,5835,5395,,,,11.39000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","PANU GLACIER",14241,2009,6375,6165,5647,,,,2.100000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","PAQU GLACIER",18857,2010,6589,5691,5358,,,,4.510000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","PARLUNG NO. 390",6846,2012,5625,,4910,,3.500000,,2.100000,,,,,,"Yao et al. 2012: Different glacier status with atmospheric circulations in Tibetian Plateau and surroundings. Nature Climate Change. Doi: 10.1038/NCLIMATE1580",,,
"CN","PARLUNG NO. 94",3987,2005,5615,5348,5033,,,,2.800000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","PARLUNG NO. 94",3987,2006,5635,5348,5061,10.00000,2.900000,0.0250000,,,20060619,"cC","Wei Yang, Baiqing Xu, Guangjian Wu","Institute of Tibetan Plateau Research, CAS. Building 3,Courtyard 16, Lin Cui Road, Chaoyang District, Beijing 100101P.R. China",,"According to the aerial topographic map took in Oct 1980, china glacier information system(Lizong Wu, 2004) and ASTER Image ",,
"CN","PARLUNG NO. 94",3987,2007,5635,5350,5064,10.00000,2.900000,0.0250000,,,20070605,"cC","Wei Yang ","Institute of Tibetan Plateau Research, CAS. Building 3,Courtyard 16, Lin Cui Road, Chaoyang District, Beijing 100101P.R. China",,,,
"CN","PARLUNG NO. 94",3987,2008,5635,5351,5067,10.00000,2.900000,0.0250000,,,20080728,"cC","Wei Yang ","Institute of Tibetan Plateau Research, CAS. Building 3,Courtyard 16, Lin Cui Road, Chaoyang District, Beijing 100101P.R. China",,"According to the aerial topographic map took in Oct 1980, china glacier information system(Lizong Wu, 2004) and ASTER Image ",,
"CN","PARLUNG NO. 94",3987,2009,5635,5353,5070,10.00000,2.900000,0.0250000,,,20090602,"cC","Wei Yang , Shenghai Li","Institute of Tibetan Plateau Research, CAS. Building 3,Courtyard 16, Lin Cui Road, Chaoyang District, Beijing 100101P.R. China",,"According to the aerial topographic map took in Oct 1980, china glacier information system(Lizong Wu, 2004) and ASTER Image ",,
"CN","PARLUNG NO. 94",3987,2010,5635,5352,5072,10.00000,2.900000,0.0250000,,,20100714,"tG","Shenghai Li ,Song Yang ,Wei Yang ","Institute of Tibetan Plateau Research, CAS. Building 3,Courtyard 16, Lin Cui Road, Chaoyang District, Beijing 100101P.R. China",,"According to the aerial topographic map took in Oct 1980, china glacier information system(Lizong Wu, 2004), ASTER Image and DGPS observation",,
"CN","PARLUNG NO. 94",3987,2011,5635,5354,5074,10.00000,2.900000,0.0250000,,,20110711,"cC","Shenghai Li, Wei Yang","Institute of Tibetan Plateau Research, CAS. Building 3,Courtyard 16, Lin Cui Road, Chaoyang District, Beijing 100101P.R. China","WGMS (2015): GGCB No. 1 (2012-2013).","According to the aerial topographic map took in Oct 1980 and DGPS measurement in 2010/11.",,2013
"CN","PARLUNG NO. 94",3987,2012,5635,5355,5076,10.00000,2.900000,0.0250000,,,20120803,"cC","Shenghai Li, Wie Yang","Institute of Tibetan Plateau Research, CAS. Building 3,Courtyard 16, Lin Cui Road, Chaoyang District, Beijing 100102P.R. China","WGMS (2015): GGCB No. 1 (2012-2013).","According to the aerial topographic map took in Oct 1980 and DGPS measurement in 2010/11.",,2013
"CN","PARLUNG NO. 94",3987,2013,5635,5358,5080,10.00000,2.900000,0.0250000,,,20131005,"cC","Shengai Li, Wie Yang","Institute of Tibetan Plateau Research, CAS. Building 3,Courtyard 16, Lin Cui Road, Chaoyang District, Beijing 100104P.R. China","WGMS (2015): GGCB No. 1 (2012-2013).","According to the aerial topographic map took in Oct 1980 and DGPS measurement in 2010/11.",,2013
"CN","PARLUNG NO. 94",3987,2014,5635,5358,5080,10.00000,2.900000,0.0250000,,,20141002,"cC","Shenghai Li, Wei Yang ","Institute of Tibetan Plateau Research, CAS. Building 3,Courtyard 16, Lin Cui Road, Chaoyang District, Beijing 100105P.R. China",,"According to the aerial topographic map took in Oct 1980 and DGPS measurement in 2010/12.",,
"CN","PARLUNG NO. 94",3987,2015,5635,5358,5080,10.00000,2.900000,0.0250000,,,20150707,"cC","Shenghai Li, Wei Yang ","Institute of Tibetan Plateau Research, CAS. Building 3,Courtyard 16, Lin Cui Road, Chaoyang District, Beijing 100106P.R. China",,"According to the aerial topographic map took in Oct 1980 and DGPS measurement in 2010/12.",,
"CN","PARLUNG NO. 94",3987,2016,5635,5358,5080,10.00000,2.900000,0.0250000,,,20160926,"aP","Shenghai Li, Wei Yang ","Institute of Tibetan Plateau Research, CAS. Building 3, Courtyard 16, Lin Cui Road, Chaoyang District, Beijing 100106, P.R. China",,"According to the aerial topographic map taken in Oct. 1980 and DGPS measurement in 2010/12.",,
"CN","PARLUNG NO. 94",3987,2017,5635,5358,5080,10.00000,2.900000,0.0250000,,,20170903,"aP","Shenghai Li, Wei Yang ","Institute of Tibetan Plateau Research, CAS. Building 3, Courtyard 16, Lin Cui Road, Chaoyang District, Beijing 100106, P.R. China",,"According to the aerial topographic map took in Oct 1980 and DGPS measurement in 2010/12.",,
"CN","PARLUNG ZANGBO: NO. 04",3984,0,5974,,4650,,,,11.71000,,,,,,,"Data from Cogley (2008, updated 2013). YEAR unknown.",,
"CN","PARLUNG ZANGBO: NO. 04",3984,2005,5955,5418,4657,,,,11.98000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","PARLUNG ZANGBO: NO. 10",3985,0,5625,,4910,,,,2.040000,,,,,,,"Data from Cogley (2008, updated 2013). YEAR unknown.",,
"CN","PARLUNG ZANGBO: NO. 10",3985,2005,5650,5288,4903,,,,4.490000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","PARLUNG ZANGBO: NO. 12",3986,0,5265,,5130,,,,0.2100000,,,,,,,"Data from Cogley (2008, updated 2013). YEAR unknown.",,
"CN","PUREPU GLACIER",18841,2009,6472,5501,5165,,,,2.990000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","PUREPU GLACIER",18842,2009,7077,5481,4783,,,,26.87000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","PUROGANGRI",6847,2000,,,,,9.100000,,18.50000,,,,,,"Yao et al. 2012: Different glacier status with atmospheric circulations in Tibetian Plateau and surroundings. Nature Climate Change. Doi: 10.1038/NCLIMATE1580",,,
"CN","QIANGYONG",871,1979,,,4980,,,,,,19799999,,,,"PSFG (1985): FoG 1975-1980 (Vol. IV).",,1980,
"CN","QIANGYONG",871,1980,6679,5830,4980,,4.300000,,8.700000,,19809999,,,,"PSFG (1985): FoG 1975-1980 (Vol. IV).",,1980,
"CN","QIANGYONG",871,2010,6646,5982,5075,,,,6.310000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","QIERGANBULAK",869,1960,7546,5998,4450,,,,13.00000,,,,,,,,,
"CN","QIERGANBULAK",869,1973,,,,,,,8.200000,0.2300000,19730804,"sP",,,"Holzer et al. (2015); The Cryosphere, 9, 2071-2888, 10.5194/tc-9-2071-2015.",,,
"CN","QIERGANBULAK",869,1979,,,,,9.600000,,,,19799999,,,,"PSFG (1985): FoG 1975-1980 (Vol. IV).",,1980,
"CN","QIERGANBULAK",869,2000,,,,,,,8.100000,0.1700000,20000911,"sP",,,"Holzer et al. (2015); The Cryosphere, 9, 2071-2888, 10.5194/tc-9-2071-2015.",,,
"CN","QIERGANBULAK",869,2009,7105,5674,4632,,,,8.100000,0.0500000,20090910,"sP",,,"Holzer et al. (2015); The Cryosphere, 9, 2071-2888, 10.5194/tc-9-2071-2015.","Elevations from RGI 5.0.",,
"CN","QIERGANBULAK",869,2013,,,,,,,8.100000,0.0200000,20139999,"sP",,,"Holzer et al. (2015); The Cryosphere, 9, 2071-2888, 10.5194/tc-9-2071-2015.","Survey Date: Pléiades mosaic of three images from 19 and 20 June and 3 August 2013.",,
"CN","QIMUGAN GLACIER",15125,2009,7604,4810,3080,,,,86.79000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","QIMUGAN GLACIER",15129,2009,5449,4832,4186,,,,2.190000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","QIMUGAN GLACIER",15130,2009,5284,4711,4445,,,,2.000000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","QIMUGAN GLACIER",15131,2009,5407,4926,4213,,,,2.240000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","QINBINGTAN NO 74",9418,0,5518,4504,3936,,8.228000,,8.638000,,,,,,,"Glacier info from Sevestre & Benn (2015). Area, lenght and elevations derived from RGI 5.0. Exact year not given (cf. RGI 5.0).",,
"CN","QINGBINGTAN GLACIER",15300,2007,5964,4684,3807,,,,6.630000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","QINGGA GLACIER",14228,2009,6410,5877,5446,,,,5.910000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","QINGGU GLACIER",19196,2005,5360,4999,4465,,,,2.710000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","QINGGU GLACIER",19200,2005,5645,4771,3797,,,,10.87000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","QIONGKALAZI GLACIER",14905,2009,6056,5415,4486,,,,27.90000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","QIONGKUERMU GLACIER",15304,2007,5623,4511,3944,,,,8.680000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","QIONGKUZIWAYI GLACIER",15347,2007,6520,4415,2898,,,,69.82000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","QIONGTAILAN GLACIER",15314,2007,5127,4424,4017,,,,3.090000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","QIONGTAILAN GLACIER",15315,2007,5281,4317,3676,,,,2.390000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","QIONGTAILAN GLACIER",15317,2007,6818,4536,3203,,,,75.75000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","QIONGTAILAN GLACIER",15321,2007,5573,4712,3875,,,,7.320000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","QIYI",856,0,5088,,4295,,,,2.800000,,,,,,,"Data from Cogley (2008, updated 2013). YEAR unknown.",,
"CN","QIYI",856,1984,5145,4720,4310,,,,,,19849999,"tP",,,"WGMS (1988): FoG 1980-1985 (Vol. V).",,1985,
"CN","QIYI",856,1985,,,4310,,3.800000,,2.980000,,19859999,,,,"WGMS (1988): FoG 1980-1985 (Vol. V).",,1985,
"CN","QIYI",856,1986,,,4323,0.5000000,,,,,19869999,"tG",,,"WGMS (1993): FoG 1985-1990 (Vol. VI).",,1990,
"CN","QIYI",856,1987,,,4324,,,,,,19879999,,,,"WGMS (1993): FoG 1985-1990 (Vol. VI).",,1990,
"CN","QOGORI WEST",9369,0,7323,5465,4123,,29.90900,,199.1660,,,,,,,"Glacier info from Sevestre & Benn (2015). Area, lenght and elevations derived from RGI 5.0. Exact year not given (cf. RGI 5.0).",,
"CN","QUEGUO GLACIER",19127,2005,5596,5206,4919,,,,3.090000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","QUGA GLACIER",14249,2009,6170,5811,5480,,,,2.950000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","QUNTAILAN",863,1971,7434,4500,3080,,32.80000,,165.3800,,,,,,,,,
"CN","REGA GLACIER",19026,2010,7148,5262,4622,,,,16.14000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","REQIANG GLACIER",18855,2009,7438,5752,5291,,,,3.010000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","RONGBU",870,1972,7260,6207,5154,,22.20000,,86.89000,,,,,,,,,
"CN","RONGBU",870,1980,,,5145,,,,,,19809999,,,,"PSFG (1985): FoG 1975-1980 (Vol. IV).",,1980,
"CN","RONGBUK GLACIER",18906,2010,7943,5922,5149,,,,73.84000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","RONGCUO GLACIER",19109,2005,5984,4962,3703,,,,17.10000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","SAGAN",9383,0,8022,5171,4276,,27.07800,,81.13900,,,,,,,"Glacier info from Sevestre & Benn (2015). Area, lenght and elevations derived from RGI 5.0. Exact year not given (cf. RGI 5.0).",,
"CN","SAMA GLACIER",19115,2005,5776,5019,3861,,,,11.70000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","SANGQING GLACIER",18816,2009,7345,5642,4355,,,,35.11000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","SAYIGAPEIR",868,1971,6049,4140,3300,,10.70000,,14.07000,,,,,,,,,
"CN","SAYIGAPEIR",868,1976,,,3060,,,,,,19769999,,,,"PSFG (1985): FoG 1975-1980 (Vol. IV).",,1980,
"CN","SAYIGAPEIR",868,2007,7394,4756,3224,,,,141.9700,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","SEBUGANGLUN GLACIER",19036,2010,6153,5545,4434,,,,17.46000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","SHALONG GLACIER",18879,2010,6882,5289,4776,,,,18.65000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
"CN","SHAYISHEBA GLACIER",15312,2007,5946,4374,3342,,,,20.21000,,,,,,"RGI5.0","Information derived from RGI5.0.",,
